,HMP ID,Organism Name,Domain,NCBI Superkingdom,HMP Isolation Body Site,Project Status,NCBI Submission Status,NCBI Project ID,Gene Count,IMG/HMP ID,Funding Source,Name Category,Name Details
2514,9235,Synergistetes bacterium SGP1,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,45959,0,650377983,IHMC-MetaHIT,Synergistetes,bacterium SGP1
2515,9236,Bifidobacterium pseudocatenulatum D2CA,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,2. project has NCBI project id,45965,0,0,IHMC-MetaHIT,Bifidobacterium,pseudocatenulatum D2CA
2516,9237,Actinobaculum schaalii FB123-CNA-2,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52093,1730,0,NIH-HMP Sequencing Center,Actinobaculum,schaalii FB123-CNA-2
2517,9238,Actinomyces europaeus ACS-120-V-Col10b,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52095,1670,0,NIH-HMP Sequencing Center,Actinomyces,europaeus ACS-120-V-Col10b
2518,9239,Actinomyces hongkongensis FB160-CNA-8,BACTERIAL,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,52097,0,0,NIH-HMP Sequencing Center,Actinomyces,hongkongensis FB160-CNA-8
2519,9240,Actinomyces neuii BVS029A5,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52975,1935,0,NIH-HMP Sequencing Center,Actinomyces,neuii BVS029A5
2520,9241,Actinomyces turicensis ACS-279-V-Col4,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52101,1717,0,NIH-HMP Sequencing Center,Actinomyces,turicensis ACS-279-V-Col4
2521,9243,Aerococcus urinae ACS-120-V-Col10a,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,51073,1726,650716005,NIH-HMP Jumpstart Supplement,Aerococcus,urinae ACS-120-V-Col10a
2522,9244,Alloscardovia omnicolens F0580,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,198880,1649,0,NIH-HMP,Alloscardovia,omnicolens F0580
2523,9246,Anaerococcus hydrogenalis ACS-025-V-Sch4,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52027,1964,651324009,NIH-HMP Jumpstart Supplement,Anaerococcus,hydrogenalis ACS-025-V-Sch4
2524,9248,Atopobium vaginae PB189-T1-4,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,51071,1217,648276621,NIH-HMP Jumpstart Supplement,Atopobium,vaginae PB189-T1-4
2525,9249,Lactobacillus crispatus FB077-07,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52105,2643,0,NIH-HMP Sequencing Center,Lactobacillus,crispatus FB077-07
2526,9250,Lactobacillus crispatus FB049-03,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52107,2433,0,NIH-HMP Sequencing Center,Lactobacillus,crispatus FB049-03
2527,9251,Campylobacter ureolyticus ACS-172-V-Col6,BACTERIAL,Bacteria,urogenital_tract,In Progress,2. project has NCBI project id,52109,0,0,NIH-HMP Sequencing Center,Campylobacter,ureolyticus ACS-172-V-Col6
2528,9257,Eremococcus coleocola ACS-139-V-Col8,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,54021,1720,649989944,NIH-HMP Jumpstart Supplement,Eremococcus,coleocola ACS-139-V-Col8
2529,9260,Facklamia hominis ACS-120-V-Sch10,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52113,1775,0,NIH-HMP Sequencing Center,Facklamia,hominis ACS-120-V-Sch10
2530,9261,Finegoldia magna ACS-171-V-Col3,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,49435,1740,648276674,NIH-HMP Jumpstart Supplement,Finegoldia,magna ACS-171-V-Col3
2531,9264,Lactobacillus delbrueckii subsp. bulgaricus PB2003/044-T3-4,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,49619,1909,648276681,NIH-HMP Jumpstart Supplement,Lactobacillus,delbrueckii subsp. bulgaricus PB2003/044-T3-4
2532,9265,Lactobacillus oris PB013-T2-3,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,54025,2038,649989969,NIH-HMP Jumpstart Supplement,Lactobacillus,oris PB013-T2-3
2533,9269,Lactobacillus salivarius ACS-116-V-Col5a,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,49443,2121,648276684,NIH-HMP Jumpstart Supplement,Lactobacillus,salivarius ACS-116-V-Col5a
2534,9278,Mobiluncus mulieris FB024-16,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,51063,2113,648276691,NIH-HMP Jumpstart Supplement,Mobiluncus,mulieris FB024-16
2535,9281,Staphylococcus epidermidis BVS058A4,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52117,2439,0,NIH-HMP Sequencing Center,Staphylococcus,epidermidis BVS058A4
2536,9282,Veillonella ratti ACS-216-V-Col6b,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52119,2126,0,NIH-HMP Sequencing Center,Veillonella,ratti ACS-216-V-Col6b
2537,9286,Peptoniphilus harei ACS-146-V-Sch2b,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,54023,1724,649989982,NIH-HMP Jumpstart Supplement,Peptoniphilus,harei ACS-146-V-Sch2b
2538,9289,Finegoldia magna BVS033A4,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,51069,1904,648276676,NIH-HMP Jumpstart Supplement,Finegoldia,magna BVS033A4
2539,9290,Anaerococcus prevotii ACS-065-V-Col13,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52025,1635,0,NIH-HMP Jumpstart Supplement,Anaerococcus,prevotii ACS-065-V-Col13
2540,9294,Porphyromonas asaccharolytica PR426713P-I,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,59515,1655,649989985,NIH-HMP,Porphyromonas,asaccharolytica PR426713P-I
2541,9296,Prevotella disiens FB035-09AN,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,51065,2621,648276715,NIH-HMP Jumpstart Supplement,Prevotella,disiens FB035-09AN
2542,9302,Prevotella amnii DNF00058,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219662,2014,0,NIH-HMP,Prevotella,amnii DNF00058
2543,9303,Prevotella denticola CRIS 18C-A,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,61825,2701,651324088,NIH-HMP,Prevotella,denticola CRIS 18C-A
2544,9304,Prevotella timonensis S9-PR14,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219657,2523,0,NIH-HMP,Prevotella,timonensis S9-PR14
2545,9306,Propionimicrobium lymphophilum ACS-093-V-SCH5,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52123,2082,0,NIH-HMP Sequencing Center,Propionimicrobium,lymphophilum ACS-093-V-SCH5
2546,9307,Enterococcus durans FB129-CNAB-4,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52125,2580,0,NIH-HMP Sequencing Center,Enterococcus,durans FB129-CNAB-4
2547,9308,Staphylococcus lugdunensis ACS-027-V-Sch2,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52127,2417,0,NIH-HMP Sequencing Center,Staphylococcus,lugdunensis ACS-027-V-Sch2
2548,9309,Campylobacter ureolyticus ACS-301-V-Sch3b,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52129,1732,0,NIH-HMP Sequencing Center,Campylobacter,ureolyticus ACS-301-V-Sch3b
2549,9310,Staphylococcus simulans ACS-120-V-Sch1,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52131,2473,0,NIH-HMP Sequencing Center,Staphylococcus,simulans ACS-120-V-Sch1
2550,9318,Streptococcus urinalis FB127-CNA-2,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52133,2203,0,NIH-HMP Sequencing Center,Streptococcus,urinalis FB127-CNA-2
2551,9319,Streptococcus bovis ATCC 700338,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,50519,2088,648276732,NIH-HMP Sequencing Center,Streptococcus,bovis ATCC 700338
2552,9320,Streptococcus pseudoporcinus SPIN 20026,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,59517,2030,649990013,NIH-HMP,Streptococcus,pseudoporcinus SPIN 20026
2553,9321,Veillonella atypica ACS-049-V-Sch6,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,51075,1840,648276753,NIH-HMP Jumpstart Supplement,Veillonella,atypica ACS-049-V-Sch6
2554,9323,Veillonella parvula,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,49441,1925,0,NIH-HMP Jumpstart Supplement,Veillonella,parvula
2555,9326,Candida glabrata CAB52-4041,EUKARYAL,Eukaryota,airways,In Progress,2. project has NCBI project id,175015,0,0,NIH-HMP Sequencing Center,Candida,glabrata CAB52-4041
2556,9329,Candida tropicalis CAB54-6763-3,EUKARYAL,Eukaryota,blood,In Progress,2. project has NCBI project id,175016,0,0,NIH-HMP Sequencing Center,Candida,tropicalis CAB54-6763-3
2557,9330,Candida parapsilosis CAB50-2638,EUKARYAL,Eukaryota,blood,In Progress,2. project has NCBI project id,175017,0,0,NIH-HMP Sequencing Center,Candida,parapsilosis CAB50-2638
2558,9331,Capnocytophaga granulosa ATCC 51502,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,41985,2513,0,NIH-NHGRI,Capnocytophaga,granulosa ATCC 51502
2559,9332,Prevotella sp. oral taxon 302 str. F0323,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,40691,2012,2513237313,NIH-HMP Sequencing Center,Prevotella,sp. oral taxon 302 str. F0323
2560,9333,Johnsonella ignava ATCC 51276,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,40693,2308,2513237274,NIH-HMP Sequencing Center,Johnsonella,ignava ATCC 51276
2561,9334,Selenomonas infelix ATCC 43532,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,40695,2160,2513237316,NIH-HMP Sequencing Center,Selenomonas,infelix ATCC 43532
2562,9335,Aggregatibacter aphrophilus F0387,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,40689,2104,0,NIH-HMP Sequencing Center,Aggregatibacter,aphrophilus F0387
2563,9336,Segniliparus rugosus ATCC BAA-974,BACTERIAL,Bacteria,airways,Complete,6. annotation (and sequence) public on NCBI site,40685,3502,649989995,NIH-HMP Sequencing Center,Segniliparus,rugosus ATCC BAA-974
2564,9337,Propionibacterium acnes HL096PA3,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,40729,2602,0,NIH-HMP Demo Projects,Propionibacterium,acnes HL096PA3
2565,9338,Propionibacterium acnes HL096PA2,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,40727,2588,0,NIH-HMP Demo Projects,Propionibacterium,acnes HL096PA2
2566,9341,Propionibacterium acnes HL103PA1,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,40721,2496,0,NIH-HMP Demo Projects,Propionibacterium,acnes HL103PA1
2567,9343,Propionibacterium acnes HL099PA1,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,40717,2685,0,NIH-HMP Demo Projects,Propionibacterium,acnes HL099PA1
2568,9344,Propionibacterium acnes HL097PA1,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,40715,2567,0,NIH-HMP Demo Projects,Propionibacterium,acnes HL097PA1
2569,9351,Bifidobacterium longum subsp. longum F8,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45963,0,650377912,IHMC-MetaHIT,Bifidobacterium,longum subsp. longum F8
2570,9352,Streptococcus gallolyticus subsp. gallolyticus TX20005,BACTERIAL,Bacteria,heart,Complete,6. annotation (and sequence) public on NCBI site,30645,2218,648276733,NIH-HMP Jumpstart Supplement,Streptococcus,gallolyticus subsp. gallolyticus TX20005
2571,9353,Treponema denticola F0402,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,42551,2601,0,NIH-HMP Sequencing Center,Treponema,denticola F0402
2572,9358,Staphylococcus warneri L37603,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,34083,2381,645058825,NIH-HMP,Staphylococcus,warneri L37603
2573,9359,Streptococcus cristatus F0329,BACTERIAL,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Jumpstart Supplement,Streptococcus,cristatus F0329
2574,9360,Clostridium clostridioforme JCM 1291,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,IHMC-JST,Clostridium,clostridioforme JCM 1291
2575,9361,Finegoldia magna ATCC 29328,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18981,0,641522627,IHMC-JST,Finegoldia,magna ATCC 29328
2576,9362,Lactobacillus fermentum IFO 3956,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,18979,0,641522633,IHMC-JST,Lactobacillus,fermentum IFO 3956
2577,9363,Lactobacillus rhamnosus GG,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,40637,0,646862332,IHMC-JST,Lactobacillus,rhamnosus GG
2578,9364,Porphyromonas gingivalis ATCC 33277,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,19051,0,642555148,IHMC-JST,Porphyromonas,gingivalis ATCC 33277
2579,9369,Fusobacterium nucleatum subsp. polymorphum F0401,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,41987,2428,0,NIH-HMP Sequencing Center,Fusobacterium,nucleatum subsp. polymorphum F0401
2580,9370,Neisseria wadsworthii 9715,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,66911,2553,2513237392,NIH-HMP,Neisseria,wadsworthii 9715
2581,9371,Neisseria shayeganii 871,BACTERIAL,Bacteria,airways,Complete,6. annotation (and sequence) public on NCBI site,66915,2530,2513237270,NIH-HMP,Neisseria,shayeganii 871
2582,9372,Sporosarcina newyorkensis 2681,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,64749,3825,2512047070,NIH-HMP,Sporosarcina,newyorkensis 2681
2583,9373,Psychrobacter sp. 1501(2011),BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,65121,2660,651324094,NIH-HMP,Psychrobacter,sp. 1501(2011)
2584,9374,Desmospora sp. 8437,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,64725,4048,651324024,NIH-HMP,Desmospora,sp. 8437
2585,9376,Enterococcus faecalis S613,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,42525,3096,647000240,NIH-HMP Sequencing Center,Enterococcus,faecalis S613
2586,9377,Enterococcus faecalis R712,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,42527,3086,647000239,NIH-HMP Sequencing Center,Enterococcus,faecalis R712
2587,9378,Streptococcus sanguinis SK1,BACTERIAL,Bacteria,heart,Complete,6. annotation (and sequence) public on NCBI site,53155,2248,0,NIH-HMP,Streptococcus,sanguinis SK1
2588,9380,Streptococcus sanguinis SK49,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53157,2272,0,NIH-HMP,Streptococcus,sanguinis SK49
2589,9381,Streptococcus sanguinis SK72,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53159,2357,0,NIH-HMP,Streptococcus,sanguinis SK72
2590,9382,Streptococcus sanguinis SK115,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53161,2293,0,NIH-HMP,Streptococcus,sanguinis SK115
2591,9383,Streptococcus sanguinis SK150,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53163,2290,0,NIH-HMP,Streptococcus,sanguinis SK150
2592,9384,Streptococcus sanguinis SK160,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53165,2284,0,NIH-HMP,Streptococcus,sanguinis SK160
2593,9386,Streptococcus sanguinis SK330,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53167,2388,0,NIH-HMP,Streptococcus,sanguinis SK330
2594,9387,Streptococcus sanguinis SK340,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53169,2376,0,NIH-HMP,Streptococcus,sanguinis SK340
2595,9388,Streptococcus sanguinis SK353,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53171,2255,0,NIH-HMP,Streptococcus,sanguinis SK353
2596,9389,Streptococcus sanguinis SK355,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53173,2320,0,NIH-HMP,Streptococcus,sanguinis SK355
2597,9390,Streptococcus sanguinis SK405,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,53175,2257,0,NIH-HMP,Streptococcus,sanguinis SK405
2598,9391,Streptococcus sanguinis SK408,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,53177,2391,0,NIH-HMP,Streptococcus,sanguinis SK408
2599,9392,Streptococcus sanguinis SK678,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,53179,2250,0,NIH-HMP,Streptococcus,sanguinis SK678
2600,9393,Streptococcus sanguinis SK1056,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,53181,2377,0,NIH-HMP,Streptococcus,sanguinis SK1056
2601,9394,Streptococcus sanguinis SK1057,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,53183,2322,0,NIH-HMP,Streptococcus,sanguinis SK1057
2602,9395,Streptococcus sanguinis SK1058,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,53185,2331,0,NIH-HMP,Streptococcus,sanguinis SK1058
2603,9396,Streptococcus sanguinis SK1059,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,53187,2418,0,NIH-HMP,Streptococcus,sanguinis SK1059
2604,9397,Streptococcus sanguinis SK1087,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,53189,2320,0,NIH-HMP,Streptococcus,sanguinis SK1087
2605,9398,Streptococcus sanguinis VMC66,BACTERIAL,Bacteria,blood,Complete,6. annotation (and sequence) public on NCBI site,53191,2260,649990015,NIH-HMP,Streptococcus,sanguinis VMC66
2606,9399,Campylobacter coli JV20,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,50513,1773,648276627,NIH-HMP Sequencing Center,Campylobacter,coli JV20
2607,9400,Campylobacter upsaliensis JV21,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,53193,1705,649989919,NIH-HMP Sequencing Center,Campylobacter,upsaliensis JV21
2608,9401,Arcobacter butzleri JV22,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,53195,2381,649989908,NIH-HMP Sequencing Center,Arcobacter,butzleri JV22
2609,9402,Turicibacter sp. HGF1,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,59523,2815,651324107,NIH-HMP,Turicibacter,sp. HGF1
2610,9404,Eggerthella sp. HGA1,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,59527,3021,651324028,NIH-HMP Jumpstart Supplement,Eggerthella,sp. HGA1
